scenario,object_type,mean_speed,max_speed,mean_acceleration,max_acceleration,mean_heading_change,max_heading_change,total_displacement,tail_score,tail_event
000b25a9-8f75-46eb-90f5-a75c985f6ae2,pedestrian,1.180145025253296,1.4680445194244385,0.6199042201042175,1.7595542669296265,0.0276792179793119,0.1048793122172355,12.824965476989746,0.028026149911998047,0
00109d09-9976-460a-8fbc-a6f373102fa0,pedestrian,0.8232377171516418,1.64792001247406,0.9755091071128844,2.7055752277374268,0.1033420637249946,1.3158092498779297,8.442021369934082,0.11413408302880618,0
00130000-76b5-4579-8822-a1dc5b6f809d,pedestrian,1.5139176845550537,1.6840747594833374,0.5148470401763916,2.147287130355835,0.0158167406916618,0.0511585250496864,16.44879150390625,0.03197238271834989,0
00154116-0385-4d55-9989-93f98a2114c1,pedestrian,1.415603518486023,1.6768921613693235,0.5470676422119141,2.386916399002075,0.0193048994988203,0.0803639739751815,15.395434379577637,0.034630683361199226,0
0019a075-80c0-4100-8eb3-65854e8b6153,pedestrian,1.1894670724868774,1.5307613611221311,0.6599118113517761,1.5733826160430908,0.0248338710516691,0.0983627662062645,12.793956756591797,0.028525585487015392,0
0020bbcf-3426-4a6c-b4db-fe1822e5686d,pedestrian,1.1855477094650269,1.3840662240982056,0.8067032098770142,2.5597310066223145,0.0402157977223396,0.2131125330924987,12.649649620056152,0.03597996112589637,0
00245073-b8fe-4b17-8e32-c09ed2635bd9,pedestrian,1.3543211221694946,1.5719048976898191,0.5406064987182617,1.823747992515564,0.0244398787617683,0.0805916190147399,14.444098472595217,0.029519974028469634,0
00252ef0-86d4-4295-9ebf-0a430e5f19f2,pedestrian,1.4996833801269531,1.806653380393982,0.5927668213844299,1.6106373071670532,0.0189909767359495,0.0892431959509849,16.252309799194336,0.03548764469849443,0
0033b14c-f335-4bd1-b6db-ad31da9f9a6d,pedestrian,0.7835919857025146,1.2361496686935425,0.6059651970863342,2.0933268070220947,0.0472836941480636,0.2177403718233108,8.33173942565918,0.03039760950292746,0
004009fa-5c65-4039-8946-37f5f72d0dd6,cyclist,1.8456298112869265,2.5192487239837646,0.733212947845459,2.8663525581359863,0.0141917485743761,0.0508954226970672,20.09384536743164,0.04432384090194198,0
00415283-22e2-4ec7-8b04-f985e86bfe10,pedestrian,1.347946286201477,1.5129557847976685,0.4538336992263794,1.7808053493499756,0.0154875107109546,0.0431708991527557,14.643324851989746,0.025372239072605177,0
0042ea9d-a711-47e1-a3dc-8748e7f275a8,cyclist,2.82813024520874,4.0661444664001465,1.7212709188461304,4.7771735191345215,0.0405232235789299,0.2068314552307129,30.2827205657959,0.09784988137877053,0
0044bf6d-6313-4508-a669-b93586e8de0c,pedestrian,1.3771635293960571,1.594188928604126,0.5426427125930786,2.158080577850342,0.0236831419169902,0.0945238173007965,14.980545997619627,0.032380336662238676,0
0045383d-a23f-4d0d-9330-5efe34129712,pedestrian,1.416201114654541,2.054771900177002,0.7687698602676392,2.2489283084869385,0.0403394289314746,0.2425183206796646,15.300067901611328,0.05455384176560102,0
0046baba-3094-4346-97f0-14c07c9195ae,pedestrian,1.095187067985535,1.261581301689148,0.6529324054718018,1.705333232879639,0.0337794460356235,0.1155143827199935,11.842537879943848,0.022951520963253067,0
004d9e84-0539-4ccd-ad9e-f28d8dcbce64,pedestrian,1.2352927923202517,1.4346922636032104,0.4974299967288971,1.8533374071121216,0.0195793770253658,0.081901267170906,13.315103530883787,0.02604881434782913,0
004e2a60-40fa-4853-9d99-825dd7d105bc,cyclist,3.872615337371826,4.339343547821045,1.066952109336853,5.037571907043457,0.0053105233237147,0.0152393048629164,42.19942855834961,0.09295688819912028,0
004ec246-1976-4d3a-b0e2-4963fb6f936a,pedestrian,1.3260776996612549,1.8389383554458616,0.8876842260360718,4.491703987121582,0.0331860855221748,0.2625963985919952,14.39390468597412,0.05926301167442467,0
004f1534-65c9-41c9-b743-858b1c51cf48,pedestrian,0.7019808888435364,1.5951038599014282,0.6376586556434631,2.6902782917022705,0.1969600319862365,2.950956344604492,7.402573108673096,0.21717689642795324,1
004ffc94-fa26-4560-82b3-3a42f4db7758,pedestrian,0.9603363871574402,1.151063084602356,0.457639068365097,1.5868810415267944,0.0289895739406347,0.1898221224546432,10.394795417785645,0.02425387854419287,0
005032a0-ac5e-4dd5-97a2-1bf9fa354916,cyclist,1.6076009273529053,1.8276827335357664,0.8255370259284973,2.474971294403076,0.0321146063506603,0.1308624744415283,17.466360092163086,0.03215938849667282,0
005315ce-15c7-4b9e-94ed-d233e57b8a6e,motorcyclist,2.589134454727173,7.192718505859375,1.6673494577407837,12.881451606750488,0.1244535073637962,1.9845976829528809,27.91535758972168,0.3750163893233094,0
0056b7c7-1f8f-4993-b969-3f6530db4b9b,cyclist,1.343622088432312,2.030632257461548,0.7622290849685669,2.8312809467315674,0.0223143380135297,0.1036931201815605,14.59941864013672,0.03665014252353688,0
00612330-cd2d-4bb4-ba07-e3a8f5843b3e,pedestrian,1.5069628953933716,1.7962125539779663,0.653992772102356,2.013980865478516,0.0240438356995582,0.1017609983682632,16.365922927856445,0.037664146191641414,0
00680df8-f690-4e07-a91a-0e69c3347f82,cyclist,2.5284857749938965,3.816076040267944,1.5661109685897827,6.261263847351074,0.0263663064688444,0.1609196364879608,27.334312438964844,0.096468464486273,0
006af872-50c8-4690-810f-2d08aad3b8e5,pedestrian,0.759951651096344,1.0289678573608398,0.7306414246559143,2.146626234054565,0.0662009567022323,0.3038497567176819,8.151248931884766,0.030569612553461467,0
006bb346-e528-4fe3-93db-2813b0ad11a0,pedestrian,1.3732414245605469,1.6963297128677368,0.8179285526275635,2.3995018005371094,0.0336987748742103,0.117539182305336,14.921761512756348,0.03757943981400222,0
006c50c9-7489-4596-9262-bf259b8419ab,pedestrian,1.2712517976760864,1.777593016624451,0.939477801322937,4.4888200759887695,0.0535344071686267,0.3518588840961456,13.40073299407959,0.06331330722044752,0
006fe46a-b787-47b0-93cb-9e944a7f0f07,cyclist,0.8647517561912537,1.5922504663467407,0.6585232615470886,1.991503119468689,0.0420436337590217,0.2194489687681198,8.532365798950195,0.030253827300301912,0
0074c8a5-0b22-41f4-83b9-e58f5990342e,pedestrian,1.1389093399047852,1.4248188734054563,0.5810989737510681,1.8458455801010127,0.0267145801335573,0.0898639038205146,12.277865409851074,0.026262496026944634,0
00846203-a10b-421e-9a56-1d50997de512,pedestrian,1.4893704652786257,1.7436506748199463,0.8644750118255615,3.100116491317749,0.0397066660225391,0.2045499682426452,15.947790145874023,0.047285820127845435,0
0085ab90-71ba-473a-bde9-b29e017cddc7,pedestrian,1.559846043586731,1.8297151327133176,0.5912838578224182,2.1572725772857666,0.0191196873784065,0.0657313540577888,16.9891300201416,0.03684706777261274,0
008933e8-5060-4ea5-9901-b71814c73bbd,pedestrian,1.853675365447998,2.303396463394165,0.7636579871177673,3.014288902282715,0.0224047321826219,0.0829098224639892,20.1384220123291,0.0541554038019647,0
008a56e9-b81b-4345-bb82-cfd56189e9b0,cyclist,7.846512794494629,9.3783597946167,2.208380460739136,11.133749008178713,0.0074094543233513,0.0243376437574625,85.503662109375,0.23488402599144273,0
008cfe60-4eec-4d2d-a816-7e2e953cbd5d,pedestrian,1.668856143951416,1.9194607734680176,0.487920194864273,2.3151566982269287,0.0092930439859628,0.0316024236381053,18.1809196472168,0.037718332071724966,0
008ea992-7bbd-4cb4-ba02-d285689a939a,pedestrian,1.239349126815796,1.4434850215911863,0.4936996102333069,1.9612957239151,0.0187245644629001,0.0917636528611183,13.49190902709961,0.027358083624203895,0
